id_studente,materia,voto,id_docente
STU00021,Italiano,9.5,DOC0095
STU00021,Matematica,1.25,DOC0070
STU00021,Matematica,5.25,DOC0070
STU00021,Matematica,5.25,DOC0070
STU00021,Inglese,7.5,DOC0012
STU00021,Inglese,6.5,DOC0012
STU00022,Italiano,4.5,DOC0095
STU00022,Italiano,1.75,DOC0095
STU00022,Italiano,7.25,DOC0095
STU00022,Matematica,6.5,DOC0070
STU00022,Matematica,2.75,DOC0070
STU00022,Inglese,6.75,DOC0012
STU00022,Inglese,2.75,DOC0012
STU00022,Inglese,5.75,DOC0012
STU00023,Italiano,5.75,DOC0095
STU00023,Italiano,3.25,DOC0095
STU00023,Italiano,7.75,DOC0095
STU00023,Matematica,3.75,DOC0070
STU00023,Matematica,5.5,DOC0070
STU00023,Matematica,9.25,DOC0070
STU00023,Inglese,5.25,DOC0012
STU00023,Inglese,7.75,DOC0012
STU00023,Inglese,6.5,DOC0012
STU00024,Italiano,3.75,DOC0095
STU00024,Italiano,2.5,DOC0095
STU00024,Italiano,9.75,DOC0095
STU00024,Matematica,2.25,DOC0070
STU00024,Matematica,5.25,DOC0070
STU00024,Matematica,4.25,DOC0070
STU00024,Inglese,1.25,DOC0012
STU00024,Inglese,8.75,DOC0012
STU00025,Italiano,4.75,DOC0095
STU00025,Italiano,7.5,DOC0095
STU00025,Italiano,7.25,DOC0095
STU00025,Matematica,1.25,DOC0070
STU00025,Matematica,7.25,DOC0070
STU00025,Inglese,9.5,DOC0012
STU00025,Inglese,1.75,DOC0012
STU00026,Italiano,3.5,DOC0095
STU00026,Italiano,9.75,DOC0095
STU00026,Italiano,6.5,DOC0095
STU00026,Matematica,9.5,DOC0070
STU00026,Matematica,3.75,DOC0070
STU00026,Matematica,8.5,DOC0070
STU00026,Inglese,4.75,DOC0012
STU00026,Inglese,5.75,DOC0012
STU00026,Inglese,8.75,DOC0012
STU00027,Italiano,4.5,DOC0095
STU00027,Italiano,6.5,DOC0095
STU00027,Italiano,9.25,DOC0095
STU00027,Matematica,3.25,DOC0070
STU00027,Matematica,7.75,DOC0070
STU00027,Inglese,4.25,DOC0012
STU00027,Inglese,7.5,DOC0012
STU00028,Italiano,4.5,DOC0095
STU00028,Italiano,7.75,DOC0095
STU00028,Matematica,7.5,DOC0070
STU00028,Matematica,1.5,DOC0070
STU00028,Inglese,7.5,DOC0012
STU00028,Inglese,9.75,DOC0012
STU00028,Inglese,9.75,DOC0012
STU00029,Italiano,2.75,DOC0029
STU00029,Italiano,7.25,DOC0029
STU00029,Matematica,3.25,DOC0035
STU00029,Matematica,5.5,DOC0035
STU00029,Matematica,6.25,DOC0035
STU00029,Inglese,6.5,DOC0056
STU00029,Inglese,7.5,DOC0056
STU00029,Inglese,7.5,DOC0056
STU00030,Italiano,6.25,DOC0029
STU00030,Italiano,2.75,DOC0029
STU00030,Matematica,1.25,DOC0035
STU00030,Matematica,4.25,DOC0035
STU00030,Inglese,4.25,DOC0056
STU00030,Inglese,8.75,DOC0056
STU00031,Italiano,5.5,DOC0029
STU00031,Italiano,3.75,DOC0029
STU00031,Italiano,2.25,DOC0029
STU00031,Matematica,2.75,DOC0035
STU00031,Matematica,1.5,DOC0035
STU00031,Matematica,7.5,DOC0035
STU00031,Inglese,2.75,DOC0056
STU00031,Inglese,4.25,DOC0056
STU00032,Italiano,1.5,DOC0029
STU00032,Italiano,9.5,DOC0029
STU00032,Matematica,2.75,DOC0035
STU00032,Matematica,6.25,DOC0035
STU00032,Matematica,7.5,DOC0035
STU00032,Inglese,7.5,DOC0056
STU00032,Inglese,8.75,DOC0056
STU00033,Italiano,9.5,DOC0029
STU00033,Italiano,8.5,DOC0029
STU00033,Italiano,5.5,DOC0029
STU00033,Matematica,2.5,DOC0035
STU00033,Matematica,8.25,DOC0035
STU00033,Inglese,7.5,DOC0056
STU00033,Inglese,1.5,DOC0056
STU00033,Inglese,6.25,DOC0056
STU00034,Italiano,6.5,DOC0029
STU00034,Italiano,5.75,DOC0029
STU00034,Italiano,1.75,DOC0029
STU00034,Matematica,2.25,DOC0035
STU00034,Matematica,7.5,DOC0035
STU00034,Inglese,8.75,DOC0056
STU00034,Inglese,8.5,DOC0056
STU00035,Italiano,7.75,DOC0029
STU00035,Italiano,4.5,DOC0029
STU00035,Matematica,8.75,DOC0035
STU00035,Matematica,9.5,DOC0035
STU00035,Matematica,7.75,DOC0035
STU00035,Inglese,6.75,DOC0056
STU00035,Inglese,8.5,DOC0056
STU00035,Inglese,5.5,DOC0056
STU00036,Italiano,9.75,DOC0004
STU00036,Italiano,3.25,DOC0004
STU00036,Matematica,8.5,DOC0050
STU00036,Matematica,9.75,DOC0050
STU00036,Inglese,2.25,DOC0044
STU00036,Inglese,5.25,DOC0044
STU00036,Inglese,6.25,DOC0044
STU00037,Italiano,5.25,DOC0004
STU00037,Italiano,1.75,DOC0004
STU00037,Matematica,3.75,DOC0050
STU00037,Matematica,8.25,DOC0050
STU00037,Matematica,1.75,DOC0050
STU00037,Inglese,8.5,DOC0044
STU00037,Inglese,8.5,DOC0044
STU00037,Inglese,3.25,DOC0044
STU00038,Italiano,2.5,DOC0004
STU00038,Italiano,8.25,DOC0004
STU00038,Matematica,3.25,DOC0050
STU00038,Matematica,5.25,DOC0050
STU00038,Inglese,2.75,DOC0044
STU00038,Inglese,7.75,DOC0044
STU00039,Italiano,8.5,DOC0004
STU00039,Italiano,5.75,DOC0004
STU00039,Italiano,7.5,DOC0004
STU00039,Matematica,2.25,DOC0050
STU00039,Matematica,4.5,DOC0050
STU00039,Inglese,3.25,DOC0044
STU00039,Inglese,3.75,DOC0044
STU00040,Italiano,8.5,DOC0004
STU00040,Italiano,1.25,DOC0004
STU00040,Italiano,5.75,DOC0004
STU00040,Matematica,8.25,DOC0050
STU00040,Matematica,4.5,DOC0050
STU00040,Matematica,4.5,DOC0050
STU00040,Inglese,9.25,DOC0044
STU00040,Inglese,3.5,DOC0044
STU00041,Italiano,5.75,DOC0004
STU00041,Italiano,5.5,DOC0004
STU00041,Matematica,8.75,DOC0050
STU00041,Matematica,5.75,DOC0050
STU00041,Inglese,5.75,DOC0044
STU00041,Inglese,9.5,DOC0044
STU00041,Inglese,8.25,DOC0044
STU00042,Italiano,5.25,DOC0004
STU00042,Italiano,2.25,DOC0004
STU00042,Italiano,1.75,DOC0004
STU00042,Matematica,1.25,DOC0050
STU00042,Matematica,8.75,DOC0050
STU00042,Matematica,8.5,DOC0050
STU00042,Inglese,7.75,DOC0044
STU00042,Inglese,8.25,DOC0044
STU00043,Italiano,2.25,DOC0004
STU00043,Italiano,6.5,DOC0004
STU00043,Italiano,8.5,DOC0004
STU00043,Matematica,9.25,DOC0050
STU00043,Matematica,8.25,DOC0050
STU00043,Matematica,6.5,DOC0050
STU00043,Inglese,2.5,DOC0044
STU00043,Inglese,9.25,DOC0044
STU00043,Inglese,9.5,DOC0044
STU00044,Italiano,8.25,DOC0087
STU00044,Italiano,4.5,DOC0087
STU00044,Italiano,9.25,DOC0087
STU00044,Matematica,8.75,DOC0052
STU00044,Matematica,8.25,DOC0052
STU00044,Matematica,1.75,DOC0052
STU00044,Inglese,3.5,DOC0093
STU00044,Inglese,9.25,DOC0093
STU00045,Italiano,8.25,DOC0087
STU00045,Italiano,3.5,DOC0087
STU00045,Matematica,9.75,DOC0052
STU00045,Matematica,5.5,DOC0052
STU00045,Matematica,8.5,DOC0052
STU00045,Inglese,8.75,DOC0093
STU00045,Inglese,3.5,DOC0093
STU00046,Italiano,2.5,DOC0087
STU00046,Italiano,7.5,DOC0087
STU00046,Matematica,1.5,DOC0052
STU00046,Matematica,5.75,DOC0052
STU00046,Matematica,8.25,DOC0052
STU00046,Inglese,9.5,DOC0093
STU00046,Inglese,6.5,DOC0093
STU00046,Inglese,9.75,DOC0093
STU00047,Italiano,4.75,DOC0087
STU00047,Italiano,7.25,DOC0087
STU00047,Matematica,1.5,DOC0052
STU00047,Matematica,8.75,DOC0052
STU00047,Matematica,7.5,DOC0052
STU00047,Inglese,8.25,DOC0093
STU00047,Inglese,3.75,DOC0093
STU00048,Italiano,8.25,DOC0087
STU00048,Italiano,9.5,DOC0087
STU00048,Matematica,3.5,DOC0052
STU00048,Matematica,3.25,DOC0052
STU00048,Inglese,5.5,DOC0093
STU00048,Inglese,7.75,DOC0093
STU00048,Inglese,2.5,DOC0093
STU00049,Italiano,6.75,DOC0087
STU00049,Italiano,8.75,DOC0087
STU00049,Italiano,1.75,DOC0087
STU00049,Matematica,4.75,DOC0052
STU00049,Matematica,5.25,DOC0052
STU00049,Inglese,7.25,DOC0093
STU00049,Inglese,2.5,DOC0093
STU00050,Italiano,1.5,DOC0087
STU00050,Italiano,1.5,DOC0087
STU00050,Matematica,6.5,DOC0052
STU00050,Matematica,3.25,DOC0052
STU00050,Matematica,9.5,DOC0052
STU00050,Inglese,3.25,DOC0093
STU00050,Inglese,2.75,DOC0093
STU00051,Italiano,8.75,DOC0087
STU00051,Italiano,3.25,DOC0087
STU00051,Matematica,5.5,DOC0052
STU00051,Matematica,5.75,DOC0052
STU00051,Matematica,1.5,DOC0052
STU00051,Inglese,9.25,DOC0093
STU00051,Inglese,2.5,DOC0093
STU00051,Inglese,6.75,DOC0093
STU00052,Italiano,8.5,DOC0087
STU00052,Italiano,4.5,DOC0087
STU00052,Italiano,8.25,DOC0087
STU00052,Matematica,7.75,DOC0052
STU00052,Matematica,6.75,DOC0052
STU00052,Inglese,5.25,DOC0093
STU00052,Inglese,7.5,DOC0093
STU00052,Inglese,1.75,DOC0093
STU00053,Italiano,8.5,DOC0087
STU00053,Italiano,4.75,DOC0087
STU00053,Matematica,4.75,DOC0052
STU00053,Matematica,4.75,DOC0052
STU00053,Matematica,5.75,DOC0052
STU00053,Inglese,2.75,DOC0093
STU00053,Inglese,1.5,DOC0093
STU00054,Italiano,2.5,DOC0060
STU00054,Italiano,6.75,DOC0060
STU00054,Matematica,3.25,DOC0017
STU00054,Matematica,3.75,DOC0017
STU00054,Matematica,6.75,DOC0017
STU00054,Inglese,3.5,DOC0080
STU00054,Inglese,8.5,DOC0080
STU00054,Inglese,6.25,DOC0080
STU00055,Italiano,7.75,DOC0060
STU00055,Italiano,6.25,DOC0060
STU00055,Matematica,1.5,DOC0017
STU00055,Matematica,9.25,DOC0017
STU00055,Matematica,8.5,DOC0017
STU00055,Inglese,7.75,DOC0080
STU00055,Inglese,6.25,DOC0080
STU00055,Inglese,4.5,DOC0080
STU00056,Italiano,4.75,DOC0060
STU00056,Italiano,2.75,DOC0060
STU00056,Italiano,8.75,DOC0060
STU00056,Matematica,7.25,DOC0017
STU00056,Matematica,3.25,DOC0017
STU00056,Matematica,1.5,DOC0017
STU00056,Inglese,2.25,DOC0080
STU00056,Inglese,4.75,DOC0080
STU00056,Inglese,3.5,DOC0080
STU00057,Italiano,3.5,DOC0060
STU00057,Italiano,2.5,DOC0060
STU00057,Italiano,7.5,DOC0060
STU00057,Matematica,6.25,DOC0017
STU00057,Matematica,8.5,DOC0017
STU00057,Inglese,6.25,DOC0080
STU00057,Inglese,6.75,DOC0080
STU00058,Italiano,7.5,DOC0060
STU00058,Italiano,4.25,DOC0060
STU00058,Matematica,2.75,DOC0017
STU00058,Matematica,4.75,DOC0017
STU00058,Matematica,1.25,DOC0017
STU00058,Inglese,4.25,DOC0080
STU00058,Inglese,4.25,DOC0080
STU00058,Inglese,9.25,DOC0080
STU00059,Italiano,6.25,DOC0060
STU00059,Italiano,1.5,DOC0060
STU00059,Matematica,3.75,DOC0017
STU00059,Matematica,5.25,DOC0017
STU00059,Inglese,1.25,DOC0080
STU00059,Inglese,1.5,DOC0080
STU00060,Italiano,1.25,DOC0060
STU00060,Italiano,5.25,DOC0060
STU00060,Italiano,3.75,DOC0060
STU00060,Matematica,9.25,DOC0017
STU00060,Matematica,2.5,DOC0017
STU00060,Matematica,8.5,DOC0017
STU00060,Inglese,8.75,DOC0080
STU00060,Inglese,4.75,DOC0080
STU00061,Italiano,8.75,DOC0060
STU00061,Italiano,1.25,DOC0060
STU00061,Italiano,8.5,DOC0060
STU00061,Matematica,2.5,DOC0017
STU00061,Matematica,8.25,DOC0017
STU00061,Matematica,2.5,DOC0017
STU00061,Inglese,2.25,DOC0080
STU00061,Inglese,5.75,DOC0080
STU00062,Italiano,7.75,DOC0060
STU00062,Italiano,9.5,DOC0060
STU00062,Italiano,8.75,DOC0060
STU00062,Matematica,2.75,DOC0017
STU00062,Matematica,2.75,DOC0017
STU00062,Matematica,9.75,DOC0017
STU00062,Inglese,7.5,DOC0080
STU00062,Inglese,4.5,DOC0080
STU00063,Italiano,2.5,DOC0060
STU00063,Italiano,7.5,DOC0060
STU00063,Italiano,5.5,DOC0060
STU00063,Matematica,8.25,DOC0017
STU00063,Matematica,2.25,DOC0017
STU00063,Inglese,7.25,DOC0080
STU00063,Inglese,6.25,DOC0080
STU00064,Italiano,7.75,DOC0076
STU00064,Italiano,9.25,DOC0076
STU00064,Matematica,1.25,DOC0072
STU00064,Matematica,5.75,DOC0072
STU00064,Matematica,5.5,DOC0072
STU00064,Inglese,1.25,DOC0072
STU00064,Inglese,3.75,DOC0072
STU00064,Inglese,7.25,DOC0072
STU00065,Italiano,2.75,DOC0076
STU00065,Italiano,9.25,DOC0076
STU00065,Matematica,7.5,DOC0072
STU00065,Matematica,6.25,DOC0072
STU00065,Matematica,6.5,DOC0072
STU00065,Inglese,2.25,DOC0072
STU00065,Inglese,3.25,DOC0072
STU00065,Inglese,1.75,DOC0072
STU00066,Italiano,8.75,DOC0076
STU00066,Italiano,8.5,DOC0076
STU00066,Italiano,5.25,DOC0076
STU00066,Matematica,6.5,DOC0072
STU00066,Matematica,2.5,DOC0072
STU00066,Inglese,9.75,DOC0072
STU00066,Inglese,5.25,DOC0072
STU00066,Inglese,4.5,DOC0072
STU00067,Italiano,5.25,DOC0076
STU00067,Italiano,3.5,DOC0076
STU00067,Matematica,6.25,DOC0072
STU00067,Matematica,1.5,DOC0072
STU00067,Matematica,7.25,DOC0072
STU00067,Inglese,7.75,DOC0072
STU00067,Inglese,4.75,DOC0072
STU00068,Italiano,2.5,DOC0076
STU00068,Italiano,1.5,DOC0076
STU00068,Italiano,1.5,DOC0076
STU00068,Matematica,6.75,DOC0072
STU00068,Matematica,7.75,DOC0072
STU00068,Inglese,7.5,DOC0072
STU00068,Inglese,2.5,DOC0072
STU00068,Inglese,1.5,DOC0072
STU00069,Italiano,6.25,DOC0076
STU00069,Italiano,7.25,DOC0076
STU00069,Italiano,4.5,DOC0076
STU00069,Matematica,9.25,DOC0072
STU00069,Matematica,7.5,DOC0072
STU00069,Matematica,6.25,DOC0072
STU00069,Inglese,3.25,DOC0072
STU00069,Inglese,9.75,DOC0072
STU00069,Inglese,2.75,DOC0072
STU00070,Italiano,6.75,DOC0076
STU00070,Italiano,3.25,DOC0076
STU00070,Italiano,2.25,DOC0076
STU00070,Matematica,4.25,DOC0072
STU00070,Matematica,3.75,DOC0072
STU00070,Matematica,2.25,DOC0072
STU00070,Inglese,8.75,DOC0072
STU00070,Inglese,8.75,DOC0072
STU00070,Inglese,6.75,DOC0072
STU00071,Italiano,8.75,DOC0076
STU00071,Italiano,5.5,DOC0076
STU00071,Italiano,1.5,DOC0076
STU00071,Matematica,5.5,DOC0072
STU00071,Matematica,8.25,DOC0072
STU00071,Inglese,6.5,DOC0072
STU00071,Inglese,2.75,DOC0072
STU00072,Italiano,8.75,DOC0076
STU00072,Italiano,9.75,DOC0076
STU00072,Italiano,1.5,DOC0076
STU00072,Matematica,6.75,DOC0072
STU00072,Matematica,8.75,DOC0072
STU00072,Inglese,1.5,DOC0072
STU00072,Inglese,2.5,DOC0072
STU00073,Italiano,8.5,DOC0086
STU00073,Italiano,9.75,DOC0086
STU00073,Matematica,6.5,DOC0016
STU00073,Matematica,5.5,DOC0016
STU00073,Inglese,6.75,DOC0053
STU00073,Inglese,1.75,DOC0053
STU00073,Inglese,6.25,DOC0053
STU00074,Italiano,5.5,DOC0086
STU00074,Italiano,3.5,DOC0086
STU00074,Italiano,2.75,DOC0086
STU00074,Matematica,6.5,DOC0016
STU00074,Matematica,7.25,DOC0016
STU00074,Inglese,5.75,DOC0053
STU00074,Inglese,7.75,DOC0053
STU00075,Italiano,7.75,DOC0086
STU00075,Italiano,6.25,DOC0086
STU00075,Matematica,5.25,DOC0016
STU00075,Matematica,4.5,DOC0016
STU00075,Matematica,8.25,DOC0016
STU00075,Inglese,3.25,DOC0053
STU00075,Inglese,2.5,DOC0053
STU00076,Italiano,6.75,DOC0086
STU00076,Italiano,3.75,DOC0086
STU00076,Matematica,3.25,DOC0016
STU00076,Matematica,3.75,DOC0016
STU00076,Matematica,3.75,DOC0016
STU00076,Inglese,1.5,DOC0053
STU00076,Inglese,6.75,DOC0053
STU00076,Inglese,4.5,DOC0053
STU00077,Italiano,4.75,DOC0086
STU00077,Italiano,4.5,DOC0086
STU00077,Italiano,8.25,DOC0086
STU00077,Matematica,8.5,DOC0016
STU00077,Matematica,5.5,DOC0016
STU00077,Matematica,9.75,DOC0016
STU00077,Inglese,3.25,DOC0053
STU00077,Inglese,3.5,DOC0053
STU00077,Inglese,1.75,DOC0053
STU00078,Italiano,9.25,DOC0086
STU00078,Italiano,5.25,DOC0086
STU00078,Matematica,5.5,DOC0016
STU00078,Matematica,9.25,DOC0016
STU00078,Inglese,2.25,DOC0053
STU00078,Inglese,8.5,DOC0053
STU00078,Inglese,1.5,DOC0053
STU00079,Italiano,7.25,DOC0086
STU00079,Italiano,6.25,DOC0086
STU00079,Matematica,6.25,DOC0016
STU00079,Matematica,6.25,DOC0016
STU00079,Inglese,1.5,DOC0053
STU00079,Inglese,8.75,DOC0053
STU00080,Italiano,2.25,DOC0086
STU00080,Italiano,5.25,DOC0086
STU00080,Matematica,9.75,DOC0097
STU00080,Matematica,9.5,DOC0097
STU00080,Inglese,5.25,DOC0055
STU00080,Inglese,5.25,DOC0055
STU00081,Italiano,2.25,DOC0086
STU00081,Italiano,8.75,DOC0086
STU00081,Italiano,9.25,DOC0086
STU00081,Matematica,3.5,DOC0097
STU00081,Matematica,7.25,DOC0097
STU00081,Inglese,4.75,DOC0055
STU00081,Inglese,7.25,DOC0055
STU00081,Inglese,2.75,DOC0055
STU00082,Italiano,7.5,DOC0086
STU00082,Italiano,1.75,DOC0086
STU00082,Matematica,6.5,DOC0097
STU00082,Matematica,1.5,DOC0097
STU00082,Matematica,2.5,DOC0097
STU00082,Inglese,2.75,DOC0055
STU00082,Inglese,6.25,DOC0055
STU00083,Italiano,8.75,DOC0086
STU00083,Italiano,8.75,DOC0086
STU00083,Matematica,3.25,DOC0097
STU00083,Matematica,8.25,DOC0097
STU00083,Inglese,4.25,DOC0055
STU00083,Inglese,4.25,DOC0055
STU00083,Inglese,6.5,DOC0055
STU00084,Italiano,5.25,DOC0086
STU00084,Italiano,4.5,DOC0086
STU00084,Italiano,6.25,DOC0086
STU00084,Matematica,5.25,DOC0097
STU00084,Matematica,6.5,DOC0097
STU00084,Matematica,7.75,DOC0097
STU00084,Inglese,7.5,DOC0055
STU00084,Inglese,3.5,DOC0055
STU00084,Inglese,8.5,DOC0055
STU00085,Italiano,7.25,DOC0086
STU00085,Italiano,7.75,DOC0086
STU00085,Matematica,9.5,DOC0097
STU00085,Matematica,6.25,DOC0097
STU00085,Inglese,6.75,DOC0055
STU00085,Inglese,5.5,DOC0055
STU00086,Italiano,8.5,DOC0086
STU00086,Italiano,8.25,DOC0086
STU00086,Matematica,7.5,DOC0097
STU00086,Matematica,1.25,DOC0097
STU00086,Matematica,7.5,DOC0097
STU00086,Inglese,1.25,DOC0055
STU00086,Inglese,8.25,DOC0055
STU00087,Italiano,6.5,DOC0086
STU00087,Italiano,1.75,DOC0086
STU00087,Italiano,3.75,DOC0086
STU00087,Matematica,6.5,DOC0097
STU00087,Matematica,8.25,DOC0097
STU00087,Matematica,3.75,DOC0097
STU00087,Inglese,7.5,DOC0055
STU00087,Inglese,5.25,DOC0055
STU00087,Inglese,2.25,DOC0055
STU00088,Italiano,5.5,DOC0007
STU00088,Italiano,8.25,DOC0007
STU00088,Matematica,8.25,DOC0037
STU00088,Matematica,2.25,DOC0037
STU00088,Matematica,2.5,DOC0037
STU00088,Inglese,8.25,DOC0077
STU00088,Inglese,6.75,DOC0077
STU00089,Italiano,5.25,DOC0007
STU00089,Italiano,3.5,DOC0007
STU00089,Italiano,9.25,DOC0007
STU00089,Matematica,4.25,DOC0037
STU00089,Matematica,4.5,DOC0037
STU00089,Inglese,6.75,DOC0077
STU00089,Inglese,6.5,DOC0077
STU00090,Italiano,2.5,DOC0007
STU00090,Italiano,7.75,DOC0007
STU00090,Matematica,9.5,DOC0037
STU00090,Matematica,7.75,DOC0037
STU00090,Matematica,2.25,DOC0037
STU00090,Inglese,2.5,DOC0077
STU00090,Inglese,8.75,DOC0077
STU00090,Inglese,9.5,DOC0077
STU00091,Italiano,3.5,DOC0007
STU00091,Italiano,9.25,DOC0007
STU00091,Matematica,9.25,DOC0037
STU00091,Matematica,5.25,DOC0037
STU00091,Inglese,6.75,DOC0077
STU00091,Inglese,4.5,DOC0077
STU00092,Italiano,2.5,DOC0007
STU00092,Italiano,4.75,DOC0007
STU00092,Italiano,9.5,DOC0007
STU00092,Matematica,5.75,DOC0037
STU00092,Matematica,9.25,DOC0037
STU00092,Inglese,3.25,DOC0077
STU00092,Inglese,6.75,DOC0077
STU00093,Italiano,1.75,DOC0007
STU00093,Italiano,5.75,DOC0007
STU00093,Matematica,7.75,DOC0037
STU00093,Matematica,1.5,DOC0037
STU00093,Inglese,5.5,DOC0077
STU00093,Inglese,4.75,DOC0077
STU00093,Inglese,7.5,DOC0077
STU00094,Italiano,8.5,DOC0007
STU00094,Italiano,8.5,DOC0007
STU00094,Matematica,6.75,DOC0037
STU00094,Matematica,3.5,DOC0037
STU00094,Inglese,6.5,DOC0077
